mdate|tone_mkt|tone_lex
2016-05-13 10:00:00|-0.6287425112051347|-0.5163398659062753
2016-06-09 10:00:00|-0.5706214657027036|-0.3757225411807945
2016-07-14 10:00:00|-0.4896551690368609|-0.3333333312368973
2016-08-11 10:00:00|-0.5384615352753755|-0.3289473662569252
2016-09-09 10:00:00|-0.4265734235903956|-0.1310344818549346
2016-10-13 10:00:00|-0.3066666646222222|0.0209790208323145
2016-11-11 10:00:00|-0.2727272709563164|-0.0864197525529645
2016-12-15 10:00:00|-0.2786885230672758|0.1027027021475529
2017-01-13 10:00:00|-0.1447368411530471|-0.0602409634925243
2017-02-23 10:00:00|-0.1279069760005408|0.1602209935899392
2017-04-13 10:00:00|-0.0532544375547074|-0.0514285711346938
2017-05-25 10:00:00|-0.1111111104613385|0.0404624275117778
2017-07-13 10:00:00|0.0|0.0588235289792387
2017-08-31 10:00:00|-0.1369863004316006|0.037499999765625
2017-10-19 10:00:00|0.1491712698940814|0.1354166659613715
2017-11-30 10:00:00|0.0691823895019975|0.2134831448680722
2018-01-18 10:00:00|0.1351351344046749|0.2527472513585316
2018-02-27 10:00:00|-0.0650887570113091|-0.0470588232525951
2018-04-12 10:00:00|-0.0158730157890316|0.1727748682053672
2018-05-24 10:00:00|-0.0828729277189341|-0.009900990049995
2018-07-12 10:00:00|0.0|-0.0666666662962962
2018-08-31 10:00:00|-0.1578947360110803|-0.0724637677658755
2018-10-18 10:00:00|-0.1242603542943174|0.1111111104613385
2018-11-30 10:00:00|-0.2182741105671365|-0.2403846142289201
2019-01-24 10:00:00|-0.1369863004316006|-0.1483870958168574
2019-02-28 10:00:00|-0.3291139219676334|-0.2093023243645213
2019-04-18 10:00:00|-0.2189349099471307|-0.3409090889721075
2019-05-31 10:00:00|-0.3975903590506605|-0.313609465599944
2019-07-18 10:00:00|-0.5116279040021634|-0.4098360633342292
2019-08-30 10:00:00|-0.6455696161672809|-0.4767441832747431
2019-10-16 10:00:00|-0.4972067011329235|-0.3786407748609671
2019-11-29 10:00:00|-0.4110429422635402|-0.3987730036885092
2020-01-17 10:00:00|-0.4925373097571842|-0.2121212105142332
2020-02-27 10:00:00|-0.3228346431272862|-0.4999999963235294
2020-03-16 10:00:00|-0.4146341362284357|-0.8571428367346944
2020-04-09 10:00:00|-0.6585365813503867|-0.6794871751314925
2020-05-28 10:00:00|-0.6862745053184673|-0.6184971062514618
2020-07-16 10:00:00|-0.5220125753332543|-0.1309523801729025
2020-08-27 10:00:00|-0.5144508640783187|-0.3367875630218261
2020-10-14 10:00:00|-0.3774834412087189|-0.3108108087107378
2020-11-26 10:00:00|-0.4093959704067385|-0.2715231770097803
2021-01-15 10:00:00|-0.4054054026661797|-0.0434782605995139
2021-02-25 10:00:00|-0.3248407622621607|-0.0281690138861337
2021-04-15 10:00:00|-0.1785714275085034|-0.0059880239162393
2021-05-27 10:00:00|-0.1549295767374198|0.0
2021-07-15 10:00:00|0.0847457622330747|0.2323232311498826
2021-08-26 10:00:00|0.1136363629907024|0.2774869095419534
2021-10-12 10:00:00|0.2736318394346674|0.311627905527312
2021-11-25 10:00:00|0.1855670093527473|0.198067631893393
2022-01-14 10:00:00|0.2067039094597547|0.3155080197031656
2022-02-24 10:00:00|0.2727272710743801|0.2046783613761499
2022-04-14 10:00:00|0.261904760345805|0.3863636341683884
2022-05-26 10:00:00|0.1978021967153725|0.2666666651851851
2022-07-13 10:00:00|0.2826086941162571|0.2755102026759684
2022-08-25 10:00:00|0.1676300568345083|0.1229946517486917
2022-10-12 10:00:00|0.0705882348788927|0.3076923060016906
2022-11-24 10:00:00|0.0|0.1207729462764592
2023-01-13 10:00:00|-0.0344827584225128|-0.0918918913951789
2023-02-23 10:00:00|0.1139240499118731|0.0643274850039328
2023-04-11 10:00:00|-0.0386740329355025|-0.0543478257915879
2023-05-25 10:00:00|-0.1756756744886778|-0.0691823895019975
2023-07-13 10:00:00|-0.1351351342220599|0.1038961032214538
2023-08-24 10:00:00|-0.2483221459844151|0.0
2023-10-19 10:00:00|-0.1165644164627949|0.2080536898788343
2023-11-30 10:00:00|-0.0615384610650887|0.2868217032029325
2024-01-11 10:00:00|-0.1896551707788347|-0.0149253730229449
2024-02-22 10:00:00|-0.1194029841835598|0.0
2024-04-12 10:00:00|-0.1633986917424922|0.0384615382149901
2024-05-23 10:00:00|-0.0909090903187721|0.1597633126641224
2024-07-11 10:00:00|-0.3655172388585018|0.0445859869771593
2024-08-22 10:00:00|-0.3095238076814059|-0.1518324599380499
2024-10-11 10:00:00|-0.2087912076440043|-0.2199999989
2024-11-28 10:00:00|-0.4897959158683881|-0.4141414120497909
2025-01-16 10:00:00|-0.3684210504770699|-0.3114754081340141
2025-02-25 10:00:00|-0.4591836711266139|-0.4232558119848567
2025-04-17 10:00:00|-0.6526946068700922|-0.511111108271605
2025-05-29 10:00:00|-0.2941176454860019|-0.4472361786571046
2025-07-10 10:00:00|-0.3164556941996475|-0.0705882348788927
2025-08-28 10:00:00|-0.160621760825794|-0.04712041860146378
